1001,日経２２５,0,1,0,0,0,0,0,0,0,0
1816,安藤建設(株),13,1,85488000,1.50,0,0.41,-58.32,227.83,1000,0,2011-3,2011-5-13,12,160389,1042,224,-4823,-58.32,0,248.28,127496,20534,8985,37175,16.1,0,-3.70,-20.80,0.17
1819,太平工業(株),13,1,78465113,12.00,4.51,0.64,94.68,670.84,1000,0,2011-3,2011-5-10,12,142435,9901,9885,7425,94.68,0,636.29,106948,49907,5468,8908,46.7,0,6.75,15.86,8.99
1820,西松建設(株),13,1,277957513,4.00,25.25,0.32,5.07,397.48,1000,0,2011-3,2011-5-11,12,257856,3174,2294,1404,5.07,0,411.40,331998,114065,23513,58346,34.4,0,0.38,1.22,0.61
1821,三井住友建設(株),13,1,285053857,0.00,9.69,0,5.47,-45.57,100,0,2011-3,2011-5-13,12,298647,4962,3600,1541,5.47,2.65,-44.52,197021,17971,12003,10099,9.1,0,0.73,8.67,1.72
1822,大豊建設(株),13,1,67170143,1.00,12.56,0.29,7.72,334.45,1000,0,2011-3,2011-5-13,12,116564,1283,867,490,7.72,0,352.14,89802,22358,5100,7005,24.9,0,0.53,2.20,0.93
1824,前田建設工業(株),13,1,185213602,7.00,0,0.46,-14.39,636.36,1000,0,2011-3,2011-5-13,12,291887,1918,1360,-2547,-14.39,0,649.66,356104,114969,23454,116597,32.3,0,-0.69,-2.15,0.37
1826,佐田建設(株),13,1,77606166,0.00,2.43,0.72,26.70,89.70,1000,0,2011-3,2011-5-13,12,25617,-198,-210,2071,26.70,0,87.15,18230,6759,1886,1198,37.1,0,11.71,36.19,-1.19
1827,(株)ナカノフドー建設,13,1,34498097,6.00,8.61,0.52,18.58,305.13,500,0,2011-3,2011-5-13,12,120283,1404,1362,639,18.58,0,337.52,65231,11607,5061,7906,17.8,0,0.94,5.51,2.00
1828,田辺工業(株),13,2,5364000,15.00,20.88,0.26,21.26,1709.80,100,0,2011-3,2011-5-13,12,20335,229,235,113,21.26,0,1744.47,16886,9334,885,1690,55.3,0,0.66,1.21,1.38
1832,北海電気工事(株),13,11,19722027,8.00,9.71,0.39,42.11,1038.93,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,(株)奥村組,13,1 6,228326133,9.00,17.24,0.55,18.04,562.46,1000,0,2011-3,2011-5-12,12,192617,3380,4500,3604,18.04,0,572.57,229771,114387,19838,11471,49.8,0,1.53,3.14,1.91
1834,大和小田急建設(株),13,1,21720000,5.00,2.37,0.45,89.01,470.89,500,0,2011-3,2011-4-28,12,59329,119,124,1932,89.01,0,520.31,53490,11296,1086,13675,21.1,0,3.47,18.22,0.22
1835,東鉄工業(株),13,1,36100000,18.00,6.12,0.60,103.58,1052.11,1000,0,2011-3,2011-5-11,12,92146,6372,6687,3691,103.58,0,1012.88,70116,36090,2810,0,51.5,0,5.46,10.56,9.89
1840,(株)土屋ホールディングス,13,2 11,25775118,2.00,9.65,0.24,10.47,429.29,100,0,2010-10,2010-12-10,12,23396,467,483,267,10.47,0,470.95,19091,12018,7114,0,63.0,0,1.41,2.25,2.55
1841,サンユー建設(株),13,4,4000000,25.00,3.05,0.20,168.77,2530.25,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,(株)大盛工業,13,2,77827498,0.00,0,0.81,-3.72,17.19,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,鈴縫工業(株),13,2,10596509,3.00,8.37,0.52,14.58,233.94,1000,0,2011-3,2011-5-13,12,11045,515,490,152,14.58,0,217.50,10235,2271,635,2848,22.2,0,1.54,6.89,4.96
1847,(株)イチケン,13,1,35992000,5.00,11.28,0.66,12.41,212.21,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,(株)富士ピー・エス,13,7 11,18602244,0.00,6.92,0.51,19.36,263.74,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1850,南海辰村建設(株),13,7,288357304,0.00,16.15,1.58,1.61,16.50,1000,0,2011-3,2011-4-27,12,40173,1502,1346,463,1.61,0,15.78,35047,4549,2000,13620,13.0,0,1.30,10.77,3.77
1852,(株)淺沼組,13,1 6,77386293,2.00,16.75,0.34,4.06,198.89,1000,0,2011-3,2011-5-13,12,128201,1222,750,309,4.06,0,258.94,125878,19709,8419,35219,15.7,0,0.24,1.56,0.59
1853,(株)森組,13,7,32800000,0.00,3.56,0.57,14.34,89.63,1000,0,2011-3,2011-5-13,12,31962,444,291,469,14.34,0,89.63,19814,2936,1640,6721,14.8,0,2.40,17.45,1.49
1860,戸田建設(株),13,1 6,322656796,7.00,23.44,0.49,12.20,580.81,1000,1,2011-3,2011-5-13,12,452762,6004,7478,3774,12.20,0,607.54,500831,187737,23001,58122,37.5,0,0.75,1.98,1.49
1861,(株)熊谷組,13,1,184044607,0.00,8.04,0.52,8.83,136.44,1000,0,2011-3,2011-5-13,12,240481,4034,2941,1575,8.83,4.21,136.59,179922,43975,13341,28445,24.4,0,0.85,3.63,1.59
1865,青木あすなろ建設(株),13,1,48735500,12.00,6.89,0.46,58.02,861.16,500,1,2011-3,2011-5-11,12,98063,1786,3400,3548,58.02,0,863.92,92552,52454,5000,3000,56.7,0,3.59,6.93,3.44
1866,北野建設(株),13,1,78368532,8.00,21.69,0.59,8.07,298.96,1000,0,2011-3,2011-5-13,12,57063,919,999,561,8.07,0,305.37,49416,21141,9116,6500,42.8,0,1.06,2.62,1.90
